age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,promotion_usage,satisfaction_score,Cluster
25,1,28968,Bachelor,North,Gold,rare,13291,Food,0,5,4
26,0,24025,HighSchool,East,Silver,rare,8989,Clothing,0,5,3
31,1,25597,Bachelor,North,Silver,occasional,10186,Clothing,0,5,3
37,0,9997,College,East,Regular,rare,3254,Clothing,0,4,0
26,0,38505,College,North,Gold,rare,12145,Health,1,6,4
28,1,30327,Bachelor,West,Regular,occasional,10882,Clothing,0,6,2
31,0,30053,College,East,Regular,rare,11015,Beauty,0,5,2
26,0,34427,HighSchool,North,Silver,occasional,9664,Electronics,1,4,1
31,1,9923,College,South,Silver,rare,2838,Electronics,0,4,3
32,0,31165,College,West,Regular,rare,9258,Books,0,4,2
33,0,24203,College,North,Regular,occasional,7064,Health,1,6,0
34,1,35738,College,East,Silver,frequent,10166,Electronics,0,6,1
24,1,47355,College,North,Regular,occasional,13197,Electronics,0,5,2
36,0,17654,College,East,Regular,occasional,6746,Beauty,1,6,0
32,0,37403,Masters,South,Silver,rare,14526,Food,0,7,1
28,0,38027,College,South,Silver,rare,16912,Home,0,5,1
30,0,25257,College,East,Regular,occasional,8338,Clothing,1,4,0
35,1,49341,HighSchool,East,Silver,rare,21559,Books,1,5,1
26,1,10000,Masters,South,Regular,rare,3166,Electronics,0,6,0
39,1,17067,Masters,South,Silver,rare,7410,Electronics,0,3,3
35,1,36845,College,South,Regular,rare,12278,Electronics,0,6,2
26,1,22220,Masters,South,Silver,rare,8917,Food,0,7,3
32,0,21352,Bachelor,West,Silver,frequent,8355,Beauty,1,5,3
26,0,46780,College,North,Silver,rare,16859,Clothing,0,7,1
21,0,15468,Bachelor,North,Regular,rare,5726,Clothing,0,5,0
33,1,7368,College,East,Regular,rare,2940,Electronics,0,4,0
29,0,28631,Bachelor,East,Silver,rare,6051,Clothing,1,5,1
30,1,29690,College,South,Regular,rare,10108,Food,1,4,2
25,1,15834,Bachelor,West,Regular,occasional,5163,Electronics,1,5,0
27,1,16903,Bachelor,East,Regular,occasional,4152,Clothing,0,6,0
31,1,7913,Masters,East,Silver,rare,2427,Food,0,7,3
36,0,8810,College,North,Regular,rare,3305,Electronics,1,6,0
22,0,23610,HighSchool,South,Silver,frequent,8655,Books,1,4,3
33,1,49460,College,East,Regular,occasional,13549,Electronics,0,4,2
33,0,47216,Bachelor,South,Regular,rare,13463,Electronics,0,4,2
29,1,44263,Bachelor,North,Regular,rare,11604,Electronics,0,4,2
33,1,45421,Bachelor,South,Regular,frequent,16607,Food,0,6,2
25,0,18647,College,South,Regular,frequent,5913,Books,1,5,0
29,0,28900,HighSchool,East,Regular,rare,8557,Clothing,1,5,2
30,1,5064,Masters,North,Regular,occasional,1580,Food,1,5,0
38,1,22850,College,North,Regular,rare,8862,Clothing,1,8,0
33,1,12351,Bachelor,East,Regular,rare,4140,Health,1,7,0
29,1,24357,HighSchool,North,Silver,rare,8100,Electronics,0,6,3
33,0,38613,Bachelor,South,Regular,rare,14037,Electronics,0,5,2
35,1,43383,College,South,Gold,rare,16389,Electronics,0,5,4
31,0,5400,College,North,Regular,occasional,2027,Food,1,5,0
30,1,42772,College,East,Silver,rare,15202,Food,1,6,1
32,0,7571,College,West,Regular,frequent,3012,Electronics,0,5,0
33,1,7664,Bachelor,West,Silver,frequent,2740,Food,0,5,3
30,0,24820,College,East,Regular,occasional,7318,Food,0,5,0
23,1,31345,Bachelor,West,Gold,rare,9776,Clothing,0,3,4
35,1,28525,HighSchool,North,Regular,frequent,7008,Food,0,4,2
31,1,31033,Bachelor,South,Regular,rare,7022,Health,1,4,2
27,0,28089,College,South,Regular,frequent,9622,Food,0,5,2
23,1,11299,Bachelor,East,Regular,occasional,3809,Clothing,0,4,0
34,1,13094,Bachelor,West,Regular,rare,4110,Home,0,4,0
26,1,36599,College,South,Silver,rare,14793,Clothing,0,5,1
26,1,43565,Bachelor,East,Regular,rare,18941,Books,0,6,2
25,1,12151,Bachelor,East,Regular,rare,4447,Clothing,0,4,0
31,1,42679,HighSchool,South,Regular,rare,12748,Food,0,6,2
26,1,20143,HighSchool,South,Regular,occasional,7753,Food,1,5,0
41,1,15322,HighSchool,East,Regular,occasional,5321,Home,0,5,0
32,0,13243,Bachelor,East,Gold,rare,4306,Home,0,7,4
35,0,40275,HighSchool,North,Regular,frequent,17344,Health,1,5,2
39,1,36631,HighSchool,South,Regular,rare,18738,Home,0,7,2
25,1,43136,College,North,Silver,rare,18027,Clothing,1,5,1
31,0,24310,College,East,Regular,frequent,9184,Electronics,1,3,0
29,1,44643,HighSchool,West,Regular,frequent,15313,Books,0,4,2
27,0,47345,HighSchool,East,Regular,rare,15336,Home,1,5,2
34,0,19621,College,South,Regular,frequent,6712,Electronics,1,6,0
27,0,44182,Bachelor,East,Regular,frequent,15690,Electronics,0,4,2
34,1,18428,College,West,Regular,occasional,6078,Electronics,0,5,0
34,1,32637,HighSchool,East,Regular,rare,9699,Health,0,6,2
33,1,22837,HighSchool,North,Regular,rare,9576,Food,0,5,0
29,1,26339,College,East,Regular,occasional,11120,Electronics,0,5,0
32,1,9838,Bachelor,East,Gold,rare,2800,Food,1,5,4
31,1,15645,Masters,East,Silver,rare,5398,Electronics,1,6,3
29,1,25202,Masters,South,Regular,rare,8181,Electronics,0,5,0
27,1,7264,Bachelor,East,Regular,occasional,2407,Electronics,1,5,0
37,0,19524,College,South,Regular,frequent,6488,Clothing,0,5,0
26,1,18276,College,South,Silver,rare,5744,Books,0,7,3
41,0,40287,HighSchool,East,Regular,rare,10544,Books,0,5,2
21,0,31214,College,East,Silver,frequent,11842,Clothing,0,6,1
23,1,6580,College,West,Regular,rare,2015,Food,0,7,0
36,0,38849,College,West,Regular,frequent,13796,Books,0,4,2
31,1,33800,Masters,East,Regular,rare,14007,Electronics,1,3,2
35,1,5587,College,East,Silver,frequent,2273,Clothing,0,6,3
31,0,17654,College,North,Gold,rare,6501,Health,0,5,4
33,1,31833,College,West,Regular,occasional,11298,Electronics,0,5,2
28,0,17712,Bachelor,East,Regular,frequent,8272,Books,0,5,0
39,1,47341,Bachelor,North,Regular,frequent,15651,Clothing,1,7,2
33,1,27760,Masters,West,Regular,rare,9003,Books,0,4,2
30,1,35236,Masters,West,Gold,rare,12819,Books,0,6,4
32,1,37201,College,West,Silver,frequent,12767,Food,0,5,1
24,0,25414,Bachelor,South,Regular,frequent,10614,Home,0,3,0
29,0,5797,College,South,Regular,occasional,2043,Clothing,0,7,0
29,1,37168,College,East,Regular,occasional,14870,Food,1,4,2
37,1,35394,College,West,Regular,occasional,10543,Books,0,2,2
42,1,28291,Bachelor,South,Regular,occasional,11103,Electronics,0,6,2
28,0,47667,College,East,Silver,rare,21264,Home,0,4,1
28,0,23418,HighSchool,East,Silver,rare,8231,Food,1,4,3
37,0,26685,Bachelor,North,Silver,rare,8775,Electronics,1,6,3
31,0,18914,College,East,Regular,rare,5595,Books,1,5,0
32,0,17892,College,East,Regular,occasional,6787,Health,0,5,0
30,0,34848,HighSchool,North,Silver,rare,10119,Health,0,5,1
30,1,33002,College,East,Regular,rare,13089,Books,0,6,2
36,0,43347,Bachelor,South,Silver,frequent,18924,Electronics,1,4,1
29,0,6718,Masters,West,Regular,rare,1758,Electronics,0,7,0
33,1,34225,HighSchool,East,Regular,rare,12776,Health,0,5,2
26,1,40977,Bachelor,East,Silver,rare,16550,Health,0,4,1
32,1,8374,College,West,Regular,frequent,3155,Health,0,4,0
27,0,18996,Bachelor,North,Regular,rare,6911,Health,1,5,0
32,1,7622,College,West,Regular,rare,2295,Books,0,5,0
31,0,48743,College,East,Silver,frequent,16244,Books,0,4,1
42,0,6824,HighSchool,West,Regular,rare,2827,Health,1,3,0
27,0,21045,College,West,Regular,frequent,7347,Beauty,0,5,0
31,1,5200,Masters,South,Regular,rare,2218,Home,0,6,0
29,1,10110,College,West,Regular,rare,3912,Food,0,6,0
26,1,32883,College,West,Silver,occasional,10836,Health,1,5,1
34,1,29114,Masters,East,Regular,occasional,10759,Clothing,0,3,2
35,1,32206,Bachelor,South,Regular,rare,10149,Food,0,4,2
25,1,25746,HighSchool,East,Silver,frequent,10251,Electronics,1,5,3
31,1,12690,HighSchool,South,Silver,rare,3790,Home,1,4,3
32,1,33516,College,East,Gold,occasional,10316,Clothing,0,3,4
35,1,45925,Masters,North,Silver,frequent,19295,Beauty,1,6,1
33,0,20073,College,South,Silver,occasional,6809,Food,1,5,3
22,0,35333,College,South,Regular,rare,10439,Clothing,0,4,2
17,1,25051,Bachelor,North,Regular,occasional,8199,Health,0,4,0
25,1,32441,Bachelor,South,Regular,rare,10511,Books,1,6,2
30,1,45543,College,North,Regular,rare,13624,Health,0,6,2
22,1,10498,Bachelor,South,Silver,occasional,3305,Clothing,0,5,3
37,0,32126,HighSchool,East,Silver,frequent,14176,Clothing,0,4,1
35,1,19605,College,South,Regular,rare,6513,Home,1,4,0
31,1,7617,College,North,Regular,frequent,2222,Electronics,0,4,0
35,1,38905,Bachelor,West,Regular,rare,15559,Food,1,5,2
29,1,41565,College,West,Regular,occasional,11324,Books,1,4,2
27,0,30112,College,West,Regular,occasional,11510,Books,1,6,2
36,0,38533,College,North,Gold,rare,12181,Electronics,0,4,4
28,0,31656,College,North,Silver,frequent,11258,Food,0,5,1
33,1,29386,Bachelor,North,Regular,rare,10406,Books,0,4,2
35,1,32334,HighSchool,South,Silver,rare,11520,Clothing,0,4,1
25,0,41772,College,South,Regular,occasional,14173,Electronics,0,7,2
26,1,18685,Masters,South,Regular,rare,6572,Home,0,6,0
33,0,33995,Masters,East,Silver,occasional,12992,Food,0,3,1
29,1,37652,College,East,Regular,rare,12275,Home,0,4,2
28,1,37343,College,North,Regular,rare,12482,Electronics,0,4,2
35,0,47248,College,North,Silver,occasional,19315,Electronics,0,4,1
36,0,46871,Bachelor,East,Regular,rare,24147,Electronics,0,5,2
28,1,41062,Bachelor,West,Regular,rare,14352,Clothing,0,4,2
26,0,46527,HighSchool,West,Regular,occasional,17960,Food,1,6,2
29,1,16199,HighSchool,West,Regular,occasional,5077,Clothing,0,4,0
29,0,13376,College,East,Regular,occasional,5700,Electronics,0,6,0
29,0,28671,College,North,Regular,frequent,8140,Books,0,5,2
30,1,10746,College,East,Regular,frequent,3397,Beauty,0,6,0
31,1,23780,Masters,North,Silver,rare,7407,Health,0,3,3
31,1,27289,College,South,Gold,occasional,10625,Electronics,0,4,4
33,0,20739,Masters,West,Silver,rare,7265,Health,1,5,3
26,1,28546,HighSchool,South,Silver,rare,10981,Clothing,0,5,1
33,1,28448,College,East,Silver,occasional,9086,Beauty,0,7,1
25,0,6957,College,East,Regular,occasional,2390,Books,1,5,0
29,1,33298,College,West,Regular,frequent,10810,Clothing,0,6,2
30,0,41061,College,South,Silver,frequent,12175,Electronics,0,5,1
33,0,43187,College,North,Regular,occasional,15925,Health,0,4,2
37,1,5815,College,South,Regular,rare,2471,Health,0,4,0
24,0,23516,Bachelor,North,Gold,occasional,8336,Food,0,4,4
36,0,7316,College,North,Regular,occasional,2237,Electronics,1,4,0
29,0,41298,Masters,East,Regular,frequent,12358,Electronics,1,4,2
32,0,27387,Bachelor,South,Gold,occasional,10696,Books,0,4,4
29,0,45415,College,West,Regular,rare,13112,Books,0,5,2
30,0,35417,Masters,East,Regular,frequent,11719,Books,1,6,2
31,0,26397,Masters,East,Regular,rare,10274,Electronics,0,6,0
39,0,30926,Masters,West,Regular,frequent,10383,Clothing,0,3,2
29,0,35830,Bachelor,North,Regular,frequent,11746,Clothing,0,5,2
30,1,5941,HighSchool,North,Silver,occasional,1623,Electronics,1,5,3
29,1,37672,Bachelor,West,Regular,rare,16421,Books,0,4,2
32,0,16811,HighSchool,South,Regular,rare,7236,Books,0,5,0
36,1,31562,College,East,Regular,frequent,8869,Food,0,5,2
29,1,38223,College,South,Silver,rare,13977,Health,1,4,1
29,1,38722,HighSchool,North,Silver,frequent,15585,Electronics,0,4,1
28,1,32017,Masters,West,Silver,rare,10533,Food,1,5,1
28,1,42245,HighSchool,West,Silver,occasional,15369,Clothing,0,6,1
29,1,43966,HighSchool,North,Regular,rare,14569,Health,0,5,2
26,0,34209,College,North,Regular,occasional,10628,Electronics,0,4,2
33,0,30829,College,East,Silver,rare,9568,Electronics,0,5,1
31,1,31650,College,East,Regular,frequent,11655,Health,0,4,2
20,0,32201,Bachelor,West,Gold,rare,11266,Books,0,5,4
39,0,21140,HighSchool,East,Gold,rare,7413,Clothing,1,4,4
32,0,9940,HighSchool,North,Gold,rare,2939,Books,0,6,4
27,0,11740,College,North,Regular,rare,4196,Electronics,0,4,0
34,1,7618,College,West,Regular,rare,2885,Books,0,4,0
31,1,36484,Masters,East,Regular,rare,11041,Health,0,5,2
26,1,43285,Bachelor,North,Silver,frequent,16218,Electronics,1,4,1
30,0,15529,Bachelor,East,Regular,frequent,4809,Home,0,5,0
23,1,44522,HighSchool,West,Silver,occasional,17417,Electronics,0,4,1
32,0,23900,Bachelor,East,Gold,occasional,8956,Food,0,6,4
26,0,11044,College,North,Regular,frequent,3789,Food,1,4,0
29,0,9925,College,North,Regular,rare,3809,Health,0,6,0
28,1,28612,Bachelor,South,Regular,occasional,12609,Electronics,0,5,2
36,0,15543,Bachelor,West,Silver,rare,4954,Food,0,5,3
28,1,9145,Bachelor,West,Regular,occasional,3346,Electronics,0,3,0
26,1,30205,Bachelor,West,Silver,rare,11821,Food,0,4,1
29,1,16020,Masters,North,Regular,rare,5806,Food,0,5,0
28,1,22207,Bachelor,South,Silver,frequent,9174,Food,0,5,3
32,0,47718,College,West,Regular,rare,17890,Home,0,4,2
36,0,35478,Bachelor,South,Gold,rare,11824,Food,0,5,4
30,1,30122,HighSchool,West,Silver,occasional,10835,Electronics,0,3,1
27,0,12654,HighSchool,West,Silver,rare,3940,Health,0,5,3
26,0,42868,College,West,Regular,occasional,14867,Food,0,6,2
34,1,10813,College,North,Silver,occasional,3867,Food,0,4,3
25,0,36082,Bachelor,North,Silver,occasional,11639,Clothing,0,5,1
34,0,7548,HighSchool,East,Silver,frequent,2588,Electronics,0,4,3
37,0,34544,College,West,Gold,occasional,14086,Electronics,1,6,4
35,1,24684,Bachelor,East,Regular,occasional,10003,Electronics,1,5,0
29,1,26969,HighSchool,West,Regular,rare,9217,Books,0,5,0
30,1,11701,College,East,Regular,rare,3841,Food,1,5,0
28,0,43824,Bachelor,East,Regular,rare,13545,Food,0,6,2
28,1,37678,College,West,Silver,rare,14139,Clothing,0,5,1
34,1,33629,College,North,Gold,frequent,14615,Electronics,0,4,4
25,1,31474,HighSchool,East,Regular,frequent,12073,Electronics,0,6,2
26,0,25274,Bachelor,East,Regular,rare,9110,Food,0,6,0
35,0,27390,HighSchool,North,Regular,occasional,4978,Clothing,1,6,0
26,1,48195,Masters,East,Regular,occasional,19498,Health,0,6,2
29,0,40497,Bachelor,North,Silver,frequent,14650,Electronics,0,5,1
33,0,27572,Bachelor,East,Gold,rare,7143,Electronics,0,5,4
31,1,20516,Bachelor,East,Regular,occasional,5785,Clothing,1,4,0
40,1,40938,Bachelor,East,Regular,frequent,15536,Electronics,1,4,2
31,1,31739,Bachelor,East,Regular,occasional,10569,Electronics,1,5,2
31,0,44685,HighSchool,South,Regular,occasional,9669,Books,1,6,2
41,0,33205,Bachelor,East,Silver,rare,10896,Books,0,5,1
21,0,16385,Masters,West,Regular,rare,6040,Food,0,5,0
29,1,23466,Masters,West,Regular,frequent,8393,Clothing,0,4,0
37,0,11697,College,West,Silver,occasional,4099,Health,1,4,3
40,0,36578,Bachelor,East,Regular,occasional,14862,Clothing,1,5,2
27,1,36785,College,South,Regular,occasional,13614,Beauty,1,5,2
23,1,20692,College,West,Silver,rare,8354,Health,0,3,3
37,0,46588,Bachelor,South,Regular,rare,17162,Electronics,0,6,2
22,1,29475,HighSchool,West,Regular,rare,8775,Books,0,5,2
31,0,21533,Masters,East,Regular,occasional,9232,Clothing,0,5,0
24,0,29484,College,East,Regular,occasional,8557,Health,0,5,2
32,0,14138,College,North,Silver,frequent,4702,Clothing,0,5,3
32,1,5482,HighSchool,North,Regular,rare,1645,Health,0,4,0
24,1,29048,Bachelor,East,Silver,occasional,7300,Electronics,0,5,1
31,0,9422,College,West,Silver,occasional,3364,Food,1,5,3
31,1,10148,Bachelor,East,Regular,frequent,3212,Electronics,1,6,0
31,1,15719,HighSchool,South,Regular,occasional,3754,Clothing,0,5,0
41,0,5091,College,North,Regular,frequent,1636,Home,0,7,0
32,1,45475,HighSchool,West,Regular,occasional,16123,Electronics,0,7,2
24,1,27734,College,East,Regular,frequent,8284,Electronics,0,6,2
30,0,31616,Bachelor,East,Regular,rare,9804,Beauty,0,6,2
30,1,10500,Bachelor,East,Gold,frequent,3882,Health,1,6,4
23,0,45488,Bachelor,North,Silver,rare,16768,Clothing,0,7,1
29,0,23131,College,West,Silver,frequent,7210,Clothing,1,4,3
33,0,20761,Masters,West,Silver,occasional,7225,Clothing,1,4,3
29,1,24261,Bachelor,East,Regular,frequent,8083,Clothing,0,4,0
30,1,15417,College,North,Regular,rare,4303,Electronics,0,5,0
31,0,25314,Bachelor,South,Regular,rare,10077,Food,1,5,0
31,0,41964,Bachelor,South,Gold,occasional,11958,Clothing,1,5,4
24,1,41506,College,North,Silver,occasional,16455,Electronics,1,3,1
32,1,15613,College,North,Silver,rare,6081,Food,0,5,3
37,0,37103,College,South,Gold,frequent,10128,Health,0,4,4
28,0,26659,Masters,East,Regular,frequent,10144,Food,0,5,0
30,1,43396,College,East,Regular,frequent,10066,Clothing,1,6,2
32,1,5706,Bachelor,East,Regular,rare,2084,Electronics,0,6,0
22,1,48780,HighSchool,East,Silver,rare,18009,Clothing,1,5,1
31,0,8936,College,West,Silver,frequent,2860,Beauty,0,5,3
26,0,38920,College,East,Silver,rare,13980,Home,1,6,1
29,1,27003,College,South,Gold,occasional,8070,Health,0,5,4
32,1,32411,Bachelor,West,Regular,frequent,10302,Food,1,3,2
28,0,42249,College,North,Regular,rare,11675,Clothing,0,5,2
27,0,41991,College,South,Silver,rare,13494,Books,1,6,1
19,0,20979,Bachelor,North,Regular,rare,7718,Electronics,0,5,0
25,1,33346,Bachelor,West,Silver,frequent,10060,Home,1,4,1
31,1,46133,Bachelor,South,Regular,occasional,14192,Electronics,1,6,2
26,0,39897,HighSchool,South,Regular,occasional,14415,Books,0,5,2
31,0,30446,HighSchool,North,Regular,rare,8786,Clothing,0,6,2
29,0,45105,College,North,Silver,occasional,14368,Electronics,0,4,1
27,0,35555,Bachelor,South,Regular,rare,10489,Electronics,1,5,2
37,1,26900,Bachelor,East,Regular,occasional,8352,Clothing,0,6,0
34,0,35702,Masters,East,Regular,occasional,12920,Health,0,5,2
38,0,9595,College,West,Regular,frequent,2687,Food,1,3,0
25,0,8842,HighSchool,West,Gold,rare,3391,Electronics,1,3,4
29,0,29903,HighSchool,East,Regular,frequent,9936,Electronics,0,4,2
26,1,23536,Bachelor,East,Regular,occasional,8018,Food,0,5,0
24,1,40497,College,West,Regular,rare,14633,Beauty,0,5,2
29,0,38485,College,South,Regular,rare,11239,Electronics,1,4,2
35,0,28992,Masters,West,Silver,rare,9992,Clothing,0,5,1
32,0,18301,College,South,Regular,rare,5342,Electronics,1,5,0
35,0,28415,Bachelor,East,Regular,rare,9071,Clothing,0,4,2
31,0,10762,Bachelor,East,Regular,frequent,3573,Books,0,5,0
33,1,36336,College,South,Regular,rare,10876,Books,0,6,2
28,1,8117,College,West,Regular,frequent,2724,Food,0,5,0
33,0,15373,Masters,East,Regular,frequent,5967,Electronics,0,8,0
32,0,45815,Bachelor,East,Regular,rare,13534,Electronics,1,6,2
31,1,22669,Bachelor,East,Silver,occasional,8295,Food,0,5,3
26,1,42212,College,South,Silver,frequent,15607,Clothing,1,5,1
33,1,40555,HighSchool,South,Regular,rare,13790,Food,0,5,2
35,1,37762,Bachelor,West,Silver,frequent,11823,Health,1,6,1
28,1,43679,HighSchool,North,Regular,occasional,16901,Clothing,1,5,2
26,0,35097,College,West,Regular,rare,8980,Books,0,4,2
29,0,39251,College,East,Regular,frequent,12730,Health,1,7,2
23,1,16756,HighSchool,West,Regular,occasional,4964,Books,0,6,0
36,0,39957,College,South,Regular,occasional,14091,Home,1,4,2
35,1,14216,Bachelor,North,Silver,rare,5353,Home,0,5,3
29,0,28848,Masters,East,Regular,rare,11767,Food,0,4,2
36,1,8549,College,East,Regular,rare,3123,Health,0,6,0
21,1,32241,Bachelor,South,Regular,occasional,13487,Books,1,4,2
39,1,43286,College,North,Silver,rare,14911,Clothing,0,7,1
27,0,39166,Bachelor,North,Silver,occasional,12728,Clothing,0,3,1
33,0,30927,College,South,Regular,frequent,9764,Clothing,0,6,2
30,1,46841,Bachelor,West,Silver,rare,12970,Clothing,1,6,1
22,0,38168,Bachelor,East,Regular,occasional,11613,Health,0,3,2
35,0,47001,Masters,North,Regular,frequent,16941,Clothing,1,5,2
37,1,26002,HighSchool,North,Gold,rare,6574,Health,1,6,4
23,1,47105,Bachelor,North,Silver,rare,17897,Electronics,0,7,1
37,1,33488,College,West,Gold,rare,13407,Health,0,5,4
27,0,36598,HighSchool,West,Regular,occasional,15237,Clothing,0,5,2
33,1,9688,HighSchool,East,Regular,rare,3304,Clothing,1,5,0
35,0,23599,College,West,Silver,occasional,9137,Clothing,0,6,3
25,1,27159,Bachelor,East,Regular,rare,10322,Clothing,0,7,0
25,0,40733,Bachelor,North,Regular,frequent,11465,Beauty,0,5,2
28,1,30476,HighSchool,East,Regular,rare,11480,Books,0,4,2
38,0,31657,College,South,Regular,rare,11288,Electronics,0,6,2
36,1,24944,Bachelor,South,Regular,occasional,9545,Food,0,6,0
24,0,36432,College,West,Regular,occasional,11174,Electronics,1,5,2
33,1,46010,College,East,Regular,occasional,14847,Health,0,5,2
40,1,22394,College,South,Silver,rare,8822,Electronics,1,4,3
37,1,40335,College,West,Regular,rare,11226,Clothing,1,6,2
26,1,5926,Bachelor,East,Regular,rare,1959,Books,0,4,0
28,1,42169,College,East,Regular,occasional,18137,Beauty,0,7,2
30,1,23830,Bachelor,West,Regular,frequent,7591,Books,0,5,0
36,0,42520,Masters,South,Regular,rare,14360,Electronics,0,5,2
29,1,40143,Bachelor,East,Regular,rare,15801,Electronics,1,5,2
36,0,43215,HighSchool,North,Regular,rare,13211,Food,0,5,2
26,0,44099,Bachelor,North,Silver,occasional,14231,Food,0,6,1
31,1,48189,College,West,Regular,rare,19763,Electronics,0,3,2
32,0,38243,College,West,Regular,rare,13833,Books,0,5,2
